nivel_senioridade,horas_trab_dias,nivel_fadiga_mental,taxa_burnout,ambi_dome_favoravel_No,ambi_dome_favoravel_Yes,tipo_empresa_Product,tipo_empresa_Service,genero_Female,genero_Male
3.0,7.0,8.0,0.6,0,1,1,0,1,0
1.0,2.0,1.6,0.12,0,1,1,0,1,0
2.0,4.0,3.1,0.26,1,0,0,1,1,0
2.0,3.0,5.5,0.44,0,1,0,1,1,0
1.0,2.0,4.0,0.24,0,1,0,1,0,1
2.0,5.0,4.8,0.38,0,1,0,1,0,1
2.0,4.0,5.2,0.35,0,1,0,1,0,1
1.0,3.0,6.4,0.51,1,0,0,1,0,1
4.0,7.0,6.2,0.6,1,0,0,1,1,0
3.0,7.0,5.7,0.52,1,0,0,1,0,1
2.0,6.0,7.0,0.6,1,0,1,0,0,1
1.0,3.0,4.2,0.19,0,1,0,1,1,0
3.0,6.0,6.8,0.66,0,1,0,1,1,0
3.0,4.0,5.2,0.37,0,1,1,0,0,1
2.0,3.0,4.9,0.33,0,1,0,1,0,1
2.0,4.0,3.6,0.3,0,1,1,0,1,0
4.0,8.0,5.9,0.68,1,0,0,1,0,1
1.0,1.0,1.1,0.01,1,0,1,0,1,0
1.0,2.0,5.1,0.38,0,1,1,0,1,0
2.0,4.0,5.9,0.54,0,1,0,1,0,1
2.0,4.0,3.4,0.28,0,1,1,0,0,1
2.0,5.0,5.3,0.41,1,0,0,1,1,0
3.0,4.0,5.4,0.48,1,0,0,1,1,0
2.0,4.0,5.7,0.47,0,1,0,1,0,1
1.0,3.0,5.9,0.49,1,0,0,1,0,1
5.0,10.0,5.9,0.9,1,0,1,0,0,1
4.0,6.0,7.5,0.6,1,0,0,1,1,0
2.0,5.0,7.5,0.53,1,0,1,0,1,0
2.0,3.0,3.8,0.26,0,1,1,0,0,1
2.0,4.0,6.7,0.46,0,1,0,1,0,1
3.0,6.0,7.7,0.69,0,1,0,1,1,0
2.0,5.0,6.6,0.55,1,0,1,0,0,1
2.0,5.0,5.1,0.32,0,1,0,1,0,1
4.0,7.0,8.2,0.64,0,1,0,1,0,1
1.0,2.0,6.8,0.46,0,1,1,0,1,0
2.0,4.0,6.8,0.57,1,0,0,1,1,0
2.0,3.0,5.9,0.37,0,1,0,1,1,0
0.0,1.0,3.6,0.17,0,1,1,0,1,0
3.0,7.0,6.8,0.56,0,1,0,1,0,1
2.0,5.0,6.2,0.59,1,0,1,0,1,0
3.0,6.0,7.0,0.63,0,1,1,0,0,1
0.0,2.0,3.1,0.13,0,1,0,1,1,0
2.0,5.0,7.5,0.55,1,0,0,1,0,1
0.0,2.0,3.3,0.23,1,0,1,0,1,0
2.0,4.0,6.8,0.47,0,1,1,0,1,0
3.0,5.0,7.6,0.54,1,0,0,1,0,1
3.0,4.0,7.4,0.54,0,1,1,0,0,1
3.0,6.0,8.3,58950259633.50655,0,1,1,0,0,1
2.0,4.0,3.9,58950259633.4907,1,0,0,1,0,1
3.0,7.0,8.0,0.73,0,1,1,0,0,1
0.0,1.0,0.0,0.0,0,1,0,1,1,0
4.0,6.0,8.3,0.65,1,0,1,0,0,1
2.0,3.0,4.7,58950259633.48066,0,1,1,0,0,1
3.0,4.0,6.4,0.55,1,0,0,1,1,0
2.0,4.0,5.7,0.33,0,1,0,1,1,0
2.0,5.0,5.9,0.59,1,0,0,1,0,1
1.0,2.0,5.9,0.19,1,0,0,1,1,0
3.0,8.0,8.7,0.74,1,0,0,1,0,1
4.0,8.0,8.4,0.8,1,0,1,0,0,1
2.0,4.0,5.6,0.39,0,1,0,1,1,0
3.0,7.0,8.3,0.64,1,0,1,0,1,0
3.0,5.0,5.7,0.4,1,0,0,1,1,0
0.0,1.0,0.0,0.0,1,0,0,1,0,1
3.0,6.0,5.9,0.56,0,1,0,1,1,0
2.0,5.0,7.4,0.71,0,1,0,1,0,1
3.0,5.0,6.1,0.6,0,1,0,1,0,1
2.0,4.0,6.0,0.43,1,0,0,1,0,1
1.0,2.0,5.7,0.39,0,1,0,1,1,0
2.0,4.0,4.9,0.25,1,0,0,1,0,1
3.0,4.0,10.0,1.0,1,0,1,0,0,1
2.0,4.0,5.7,0.37,0,1,0,1,0,1
2.0,5.0,6.7,0.65,0,1,0,1,0,1
3.0,7.0,7.8,0.57,1,0,0,1,1,0
2.0,3.0,5.0,0.44,1,0,0,1,1,0
3.0,6.0,7.9,0.7,1,0,1,0,0,1
1.0,2.0,4.1,0.18,0,1,0,1,1,0
1.0,3.0,5.3,0.32,0,1,1,0,1,0
2.0,3.0,5.8,0.46,0,1,0,1,0,1
1.0,2.0,3.1,0.18,0,1,0,1,1,0
1.0,4.0,4.1,0.18,0,1,0,1,1,0
2.0,4.0,6.0,0.54,1,0,1,0,1,0
2.0,4.0,5.3,0.3,0,1,0,1,1,0
2.0,3.0,5.2,0.46,1,0,0,1,1,0
3.0,6.0,7.8,0.64,1,0,0,1,0,1
2.0,5.0,4.7,0.34,0,1,0,1,1,0
2.0,3.0,5.4,0.47,0,1,0,1,0,1
1.0,2.0,4.9,0.39,0,1,0,1,0,1
3.0,7.0,9.3,0.79,1,0,0,1,0,1
4.0,7.0,7.2,0.67,1,0,1,0,1,0
3.0,4.0,4.9,0.42,0,1,1,0,1,0
2.0,3.0,4.2,0.3,0,1,0,1,1,0
2.0,4.0,5.0,58950259633.48562,0,1,0,1,1,0
1.0,3.0,6.4,0.49,0,1,0,1,0,1
0.0,1.0,1.2,0.05,0,1,1,0,0,1
3.0,7.0,8.1,0.82,1,0,0,1,0,1
3.0,6.0,8.7,0.69,1,0,0,1,0,1
3.0,4.0,5.5,0.45,0,1,1,0,0,1
2.0,4.0,6.6,0.61,1,0,0,1,1,0
1.0,4.0,4.9,0.35,0,1,0,1,0,1
1.0,3.0,4.8,0.3,0,1,0,1,1,0
1.0,2.0,3.9,0.28,0,1,0,1,1,0
3.0,6.0,8.6,0.74,1,0,0,1,1,0
2.0,5.0,6.6,0.59,0,1,0,1,0,1
4.0,8.0,6.7,0.59,0,1,1,0,0,1
4.0,6.0,7.4,0.67,0,1,0,1,1,0
1.0,1.0,1.8,0.05,0,1,0,1,0,1
2.0,4.0,5.2,0.29,0,1,0,1,0,1
2.0,4.0,6.5,0.43,0,1,1,0,0,1
2.0,4.0,5.8,0.39,1,0,0,1,1,0
1.0,2.0,2.1,0.16,0,1,1,0,0,1
1.0,4.0,5.1,0.41,1,0,0,1,1,0
0.0,1.0,1.9,0.07,0,1,0,1,1,0
2.0,5.0,5.9,0.35,0,1,1,0,0,1
2.0,4.0,6.6,58950259633.4793,1,0,0,1,1,0
4.0,9.0,9.0,1.0,1,0,1,0,0,1
2.0,4.0,3.0,0.22,1,0,0,1,0,1
0.0,1.0,1.8,58950259633.241196,0,1,1,0,1,0
4.0,8.0,8.8,0.73,1,0,0,1,0,1
1.0,5.0,5.9,0.56,1,0,0,1,1,0
3.0,5.0,5.8,0.51,0,1,1,0,0,1
3.0,5.0,5.9,0.43,0,1,1,0,1,0
2.0,4.0,4.9,0.45,0,1,0,1,1,0
2.0,4.0,6.0,0.55,1,0,1,0,0,1
0.0,1.0,1.6,0.02,0,1,1,0,1,0
2.0,5.0,7.2,0.56,1,0,1,0,0,1
1.0,3.0,4.9,58950259633.49001,0,1,0,1,1,0
1.0,2.0,4.8,0.42,0,1,1,0,0,1
1.0,3.0,6.1,0.39,0,1,0,1,1,0
4.0,8.0,9.1,0.75,1,0,0,1,1,0
2.0,4.0,5.4,0.31,0,1,1,0,1,0
2.0,4.0,3.4,0.27,0,1,0,1,1,0
0.0,1.0,3.9,0.2,0,1,0,1,0,1
5.0,9.0,10.0,0.98,0,1,0,1,0,1
4.0,7.0,7.7,0.59,1,0,1,0,1,0
2.0,6.0,6.5,0.57,1,0,0,1,1,0
3.0,6.0,6.1,0.44,0,1,0,1,0,1
1.0,4.0,5.1,0.36,1,0,0,1,0,1
2.0,4.0,7.3,58950259633.487,1,0,0,1,1,0
4.0,8.0,8.7,0.78,1,0,1,0,0,1
0.0,1.0,1.5,0.02,1,0,1,0,1,0
4.0,8.0,5.9,0.7,0,1,0,1,0,1
2.0,4.0,5.2,58950259633.4723,0,1,1,0,0,1
2.0,6.0,8.9,0.76,1,0,0,1,1,0
2.0,4.0,3.4,0.25,0,1,0,1,1,0
3.0,6.0,5.2,0.43,1,0,1,0,0,1
2.0,4.0,5.7,0.34,1,0,1,0,0,1
4.0,6.0,7.8,0.6,1,0,0,1,0,1
1.0,1.0,0.9,0.04,0,1,0,1,0,1
3.0,7.0,5.9,0.74,1,0,0,1,1,0
5.0,9.0,8.2,0.75,1,0,1,0,0,1
2.0,6.0,6.1,0.53,0,1,0,1,0,1
2.0,6.0,7.4,0.51,1,0,1,0,1,0
2.0,4.0,6.0,0.42,1,0,0,1,1,0
1.0,4.0,6.4,0.45,0,1,0,1,1,0
4.0,7.0,7.8,0.7,1,0,0,1,1,0
3.0,5.0,5.9,0.38,1,0,1,0,1,0
1.0,3.0,6.0,0.49,0,1,0,1,0,1
0.0,1.0,2.9,0.08,0,1,0,1,1,0
2.0,3.0,3.9,0.24,0,1,0,1,1,0
2.0,5.0,6.2,0.47,1,0,0,1,1,0
3.0,5.0,7.1,0.61,0,1,0,1,0,1
2.0,5.0,7.0,0.54,0,1,1,0,0,1
2.0,4.0,5.6,0.48,1,0,0,1,0,1
3.0,8.0,9.0,0.77,1,0,0,1,1,0
2.0,6.0,6.9,0.7,1,0,1,0,1,0
3.0,5.0,5.9,0.41,0,1,1,0,0,1
1.0,3.0,4.4,0.35,0,1,0,1,0,1
3.0,4.0,7.5,0.59,0,1,1,0,0,1
2.0,3.0,6.3,0.48,0,1,1,0,1,0
3.0,6.0,7.5,0.64,1,0,0,1,1,0
2.0,4.0,6.4,0.54,0,1,0,1,1,0
1.0,5.0,6.6,0.52,0,1,1,0,0,1
2.0,4.0,6.4,0.52,1,0,1,0,0,1
2.0,5.0,5.9,0.65,0,1,0,1,1,0
3.0,8.0,9.0,0.98,1,0,0,1,0,1
2.0,4.0,6.2,0.47,1,0,1,0,0,1
1.0,3.0,5.9,0.42,0,1,1,0,1,0
3.0,6.0,6.2,0.38,0,1,1,0,1,0
3.0,5.0,7.3,0.5,0,1,0,1,0,1
1.0,3.0,5.9,0.33,0,1,0,1,1,0
3.0,5.0,5.1,0.34,0,1,1,0,1,0
4.0,8.0,8.0,58950259633.52002,0,1,1,0,0,1
5.0,9.0,8.0,0.72,1,0,0,1,1,0
3.0,5.0,5.3,0.48,0,1,1,0,0,1
1.0,4.0,5.9,58950259633.48167,1,0,1,0,1,0
4.0,8.0,7.5,58950259633.51888,1,0,0,1,0,1
2.0,6.0,6.3,0.54,0,1,0,1,1,0
3.0,4.0,4.6,0.27,0,1,0,1,1,0
2.0,4.0,8.0,0.68,1,0,1,0,1,0
1.0,4.0,5.7,0.54,1,0,0,1,0,1
2.0,5.0,6.8,0.63,1,0,0,1,1,0
2.0,4.0,5.9,0.37,1,0,0,1,1,0
3.0,4.0,9.2,58950259633.50013,0,1,1,0,0,1
2.0,3.0,4.0,0.24,1,0,0,1,1,0
3.0,5.0,4.6,0.4,0,1,0,1,1,0
2.0,3.0,5.3,0.44,1,0,1,0,1,0
3.0,8.0,8.8,0.74,1,0,0,1,0,1
4.0,8.0,9.1,0.82,1,0,0,1,1,0
2.0,3.0,4.0,0.28,1,0,0,1,1,0
3.0,6.0,5.9,0.44,1,0,0,1,0,1
2.0,6.0,7.5,0.63,1,0,0,1,0,1
3.0,5.0,7.3,0.59,1,0,0,1,1,0
1.0,4.0,6.1,0.39,0,1,0,1,1,0
4.0,7.0,6.9,0.66,1,0,1,0,0,1
4.0,8.0,7.4,0.75,1,0,0,1,1,0
3.0,5.0,5.6,58950259633.47217,1,0,0,1,1,0
3.0,6.0,7.6,0.64,1,0,0,1,0,1
3.0,7.0,9.3,0.76,1,0,1,0,0,1
3.0,6.0,8.1,0.61,0,1,0,1,0,1
2.0,4.0,5.4,0.31,0,1,0,1,1,0
2.0,5.0,6.5,0.49,1,0,0,1,0,1
2.0,3.0,5.3,0.43,0,1,1,0,1,0
2.0,3.0,2.2,0.15,1,0,1,0,1,0
2.0,5.0,4.6,0.31,0,1,0,1,1,0
3.0,7.0,5.9,0.61,1,0,1,0,0,1
1.0,3.0,5.9,0.44,0,1,0,1,0,1
1.0,3.0,5.5,0.44,0,1,0,1,1,0
3.0,5.0,7.5,0.58,0,1,0,1,1,0
3.0,5.0,7.8,0.68,1,0,1,0,1,0
3.0,6.0,5.9,0.38,0,1,0,1,1,0
2.0,3.0,6.4,58950259633.4773,1,0,1,0,1,0
1.0,4.0,7.1,0.51,1,0,0,1,0,1
2.0,4.0,4.4,0.39,0,1,0,1,0,1
2.0,4.0,5.1,0.37,0,1,0,1,1,0
1.0,2.0,1.3,0.02,1,0,0,1,0,1
4.0,8.0,6.6,0.63,0,1,0,1,1,0
0.0,1.0,3.8,0.21,1,0,1,0,1,0
3.0,6.0,6.8,0.65,0,1,0,1,0,1
2.0,6.0,7.4,58950259633.49852,0,1,0,1,1,0
4.0,6.0,7.1,0.6,0,1,0,1,0,1
2.0,3.0,6.0,0.49,0,1,1,0,1,0
4.0,8.0,9.2,0.77,1,0,0,1,1,0
2.0,6.0,7.5,0.61,1,0,1,0,0,1
2.0,2.0,1.8,0.1,0,1,0,1,0,1
2.0,4.0,5.0,0.42,0,1,0,1,1,0
2.0,4.0,5.0,0.3,0,1,0,1,0,1
2.0,4.0,5.7,0.33,1,0,0,1,1,0
2.0,5.0,8.8,0.74,0,1,0,1,0,1
1.0,2.0,2.3,0.15,0,1,0,1,0,1
2.0,6.0,6.9,0.65,0,1,0,1,1,0
2.0,4.0,7.5,0.56,1,0,0,1,0,1
1.0,4.0,5.3,0.35,0,1,0,1,1,0
1.0,2.0,1.0,0.0,0,1,0,1,0,1
1.0,2.0,5.9,0.27,0,1,0,1,1,0
0.0,1.0,4.4,0.23,0,1,1,0,0,1
3.0,7.0,8.5,0.71,0,1,1,0,0,1
2.0,4.0,5.7,0.5,0,1,1,0,0,1
2.0,4.0,6.2,0.48,0,1,1,0,0,1
3.0,5.0,7.1,0.68,1,0,0,1,0,1
2.0,4.0,6.3,0.42,0,1,0,1,1,0
1.0,4.0,6.9,0.51,1,0,0,1,1,0
4.0,7.0,7.7,58950259633.51243,1,0,0,1,1,0
3.0,6.0,7.9,0.81,1,0,0,1,1,0
2.0,3.0,5.0,0.28,0,1,0,1,1,0
3.0,7.0,5.9,0.86,0,1,1,0,0,1
3.0,6.0,6.3,0.55,0,1,0,1,1,0
4.0,8.0,7.8,0.64,1,0,0,1,0,1
3.0,6.0,7.7,0.57,0,1,0,1,1,0
4.0,8.0,8.2,0.79,1,0,0,1,1,0
1.0,2.0,4.6,0.34,0,1,1,0,0,1
3.0,4.0,4.2,0.33,1,0,0,1,1,0
2.0,3.0,4.3,0.38,0,1,0,1,1,0
0.0,1.0,0.0,0.0,0,1,1,0,0,1
2.0,6.0,5.6,0.51,0,1,0,1,0,1
2.0,4.0,7.0,0.57,1,0,1,0,1,0
3.0,7.0,6.9,0.52,1,0,0,1,0,1
1.0,3.0,4.7,0.35,0,1,0,1,1,0
2.0,4.0,6.6,0.44,1,0,0,1,0,1
4.0,7.0,7.2,0.6,0,1,0,1,0,1
2.0,5.0,4.9,0.37,0,1,0,1,1,0
2.0,5.0,6.7,0.57,1,0,0,1,1,0
3.0,6.0,8.4,0.65,0,1,0,1,1,0
2.0,5.0,5.9,0.54,1,0,0,1,0,1
2.0,5.0,6.3,0.58,0,1,0,1,0,1
2.0,4.0,4.8,0.41,0,1,0,1,1,0
0.0,1.0,5.1,0.29,0,1,0,1,1,0
2.0,4.0,4.4,0.39,1,0,0,1,1,0
4.0,7.0,7.9,0.7,1,0,0,1,0,1
3.0,5.0,6.3,58950259633.48131,1,0,0,1,0,1
2.0,3.0,6.3,0.5,1,0,0,1,0,1
1.0,3.0,4.7,0.23,0,1,0,1,1,0
4.0,8.0,7.1,0.61,1,0,0,1,0,1
3.0,5.0,3.8,0.3,0,1,0,1,1,0
2.0,4.0,8.1,0.62,0,1,0,1,1,0
2.0,5.0,7.1,0.5,0,1,0,1,1,0
5.0,9.0,9.5,1.0,0,1,0,1,1,0
1.0,1.0,1.7,0.04,0,1,0,1,1,0
3.0,4.0,6.9,0.7,1,0,0,1,0,1
4.0,8.0,5.9,0.71,1,0,0,1,0,1
0.0,1.0,0.0,0.0,0,1,0,1,1,0
2.0,4.0,3.7,0.32,0,1,0,1,1,0
3.0,6.0,6.9,0.54,1,0,1,0,1,0
2.0,5.0,5.9,0.46,0,1,0,1,0,1
1.0,4.0,6.0,0.39,1,0,0,1,1,0
4.0,7.0,8.4,0.83,0,1,0,1,0,1
0.0,1.0,0.7,0.02,0,1,1,0,1,0
1.0,2.0,2.7,0.21,1,0,1,0,0,1
3.0,6.0,5.9,0.66,1,0,1,0,0,1
0.0,2.0,1.8,0.13,0,1,1,0,1,0
0.0,1.0,0.0,0.02,0,1,1,0,1,0
2.0,4.0,5.8,0.34,1,0,0,1,1,0
2.0,2.0,3.4,0.16,0,1,0,1,0,1
3.0,7.0,6.8,0.59,1,0,1,0,0,1
3.0,6.0,7.3,0.51,1,0,0,1,1,0
1.0,3.0,4.5,0.39,0,1,0,1,1,0
2.0,6.0,6.8,0.58,0,1,0,1,0,1
3.0,5.0,5.9,58950259633.481636,0,1,0,1,0,1
3.0,7.0,8.6,0.73,1,0,0,1,0,1
2.0,4.0,5.9,0.28,0,1,0,1,1,0
3.0,6.0,6.5,0.42,0,1,0,1,1,0
1.0,2.0,5.2,0.46,0,1,0,1,1,0
2.0,3.0,3.0,0.23,1,0,1,0,1,0
3.0,6.0,6.8,0.5,1,0,0,1,0,1
5.0,10.0,9.9,1.0,0,1,1,0,0,1
2.0,3.0,5.7,0.47,0,1,0,1,0,1
3.0,7.0,6.9,0.58,0,1,0,1,0,1
4.0,7.0,8.0,0.73,1,0,0,1,0,1
0.0,2.0,5.9,0.24,0,1,1,0,1,0
3.0,4.0,5.4,58950259633.48112,0,1,0,1,1,0
2.0,3.0,5.1,0.29,0,1,0,1,1,0
2.0,4.0,6.4,0.47,1,0,0,1,1,0
2.0,3.0,4.2,0.26,0,1,0,1,0,1
3.0,6.0,6.3,0.54,0,1,0,1,0,1
1.0,1.0,4.2,0.21,0,1,1,0,0,1
3.0,5.0,7.3,0.52,1,0,0,1,1,0
0.0,1.0,3.9,0.28,0,1,0,1,0,1
3.0,7.0,6.3,0.56,1,0,0,1,0,1
3.0,4.0,4.0,0.35,0,1,1,0,1,0
0.0,2.0,4.4,58950259633.44485,0,1,0,1,1,0
2.0,4.0,6.3,0.44,0,1,0,1,1,0
3.0,6.0,5.5,0.51,0,1,0,1,0,1
4.0,4.0,5.9,0.55,1,0,0,1,1,0
3.0,5.0,5.8,0.45,0,1,0,1,0,1
2.0,3.0,4.9,0.27,0,1,1,0,0,1
2.0,4.0,7.8,0.67,1,0,1,0,1,0
2.0,3.0,5.8,0.5,0,1,0,1,0,1
2.0,6.0,6.9,0.53,1,0,0,1,1,0
2.0,5.0,8.7,0.68,1,0,0,1,0,1
1.0,3.0,6.3,0.52,1,0,0,1,1,0
2.0,4.0,3.1,0.17,0,1,0,1,0,1
2.0,3.0,4.6,0.23,0,1,0,1,1,0
1.0,1.0,5.0,0.28,1,0,1,0,0,1
2.0,3.0,3.3,0.11,0,1,0,1,0,1
3.0,5.0,7.6,0.54,0,1,0,1,1,0
4.0,4.0,5.9,0.67,1,0,1,0,0,1
3.0,4.0,5.0,58950259633.46919,0,1,1,0,1,0
1.0,4.0,5.1,0.37,0,1,0,1,1,0
0.0,2.0,3.3,0.21,0,1,0,1,0,1
1.0,2.0,2.5,0.18,1,0,1,0,1,0
2.0,5.0,6.8,0.57,1,0,0,1,0,1
3.0,6.0,6.5,0.47,0,1,0,1,1,0
1.0,2.0,4.3,0.33,1,0,1,0,0,1
2.0,5.0,7.1,0.53,1,0,0,1,1,0
2.0,2.0,4.4,58950259633.470146,0,1,0,1,1,0
2.0,2.0,4.0,0.2,1,0,1,0,1,0
1.0,2.0,0.0,0.0,1,0,1,0,1,0
3.0,6.0,8.4,0.69,1,0,0,1,1,0
1.0,2.0,6.0,0.36,0,1,0,1,0,1
2.0,4.0,5.4,0.34,0,1,1,0,1,0
3.0,5.0,7.3,0.53,1,0,0,1,0,1
4.0,8.0,8.5,58950259633.5363,1,0,0,1,0,1
2.0,5.0,7.7,0.59,1,0,1,0,0,1
3.0,5.0,5.8,0.54,1,0,1,0,0,1
4.0,7.0,7.9,0.63,1,0,1,0,0,1
1.0,3.0,4.0,58950259633.49898,1,0,0,1,0,1
1.0,3.0,2.4,0.12,0,1,0,1,1,0
2.0,6.0,5.9,0.56,1,0,0,1,1,0
3.0,8.0,7.7,0.71,1,0,1,0,0,1
1.0,4.0,4.2,0.35,1,0,0,1,1,0
3.0,5.0,6.6,0.58,1,0,1,0,1,0
3.0,4.0,5.7,0.5,0,1,0,1,0,1
1.0,3.0,6.1,0.43,0,1,0,1,0,1
2.0,4.0,5.9,58950259633.48175,0,1,0,1,0,1
3.0,5.0,5.9,0.56,1,0,0,1,0,1
2.0,5.0,5.9,0.74,1,0,0,1,0,1
3.0,7.0,5.9,0.61,1,0,0,1,1,0
2.0,4.0,4.7,0.33,1,0,0,1,1,0
1.0,4.0,4.2,0.33,0,1,0,1,0,1
2.0,5.0,5.9,0.55,1,0,1,0,1,0
2.0,4.0,7.1,0.51,0,1,1,0,1,0
2.0,6.0,6.7,0.54,1,0,1,0,0,1
0.0,1.0,1.9,0.07,0,1,0,1,1,0
1.0,1.0,4.7,0.25,0,1,0,1,0,1
2.0,2.0,5.9,0.25,0,1,0,1,1,0
0.0,1.0,4.1,0.17,0,1,0,1,1,0
3.0,5.0,6.2,0.45,1,0,0,1,1,0
2.0,4.0,3.9,0.3,0,1,1,0,1,0
1.0,1.0,0.0,58950259632.9447,0,1,1,0,1,0
0.0,1.0,1.6,0.07,0,1,1,0,1,0
4.0,8.0,6.8,0.56,0,1,0,1,1,0
4.0,7.0,7.7,0.74,0,1,0,1,1,0
2.0,3.0,5.0,0.29,0,1,0,1,1,0
2.0,4.0,5.2,0.43,0,1,1,0,0,1
2.0,6.0,7.4,0.54,0,1,0,1,0,1
2.0,2.0,4.6,0.25,0,1,0,1,1,0
1.0,2.0,5.9,0.24,1,0,0,1,0,1
2.0,4.0,5.0,0.44,1,0,0,1,0,1
1.0,4.0,4.0,0.26,0,1,0,1,1,0
1.0,3.0,6.5,0.45,0,1,1,0,0,1
2.0,5.0,5.3,0.33,0,1,1,0,1,0
0.0,2.0,1.9,0.14,0,1,0,1,1,0
2.0,4.0,7.7,0.57,1,0,0,1,1,0
3.0,7.0,8.0,0.76,1,0,0,1,1,0
2.0,5.0,7.3,58950259633.49134,0,1,0,1,1,0
3.0,4.0,5.9,58950259633.48191,0,1,0,1,0,1
2.0,4.0,4.1,0.33,0,1,0,1,0,1
2.0,5.0,6.0,0.5,0,1,0,1,0,1
1.0,4.0,5.3,0.34,0,1,0,1,1,0
2.0,5.0,4.9,0.41,0,1,0,1,0,1
3.0,5.0,8.2,0.65,1,0,0,1,1,0
2.0,4.0,7.0,0.68,0,1,1,0,1,0
3.0,7.0,7.8,0.7,1,0,0,1,0,1
2.0,5.0,5.9,58950259633.4828,1,0,0,1,0,1
2.0,3.0,4.1,0.21,1,0,0,1,1,0
1.0,2.0,3.7,0.2,0,1,0,1,0,1
0.0,1.0,0.0,0.0,1,0,1,0,1,0
3.0,6.0,6.9,0.59,0,1,1,0,0,1
2.0,4.0,6.1,0.37,0,1,1,0,1,0
3.0,7.0,6.7,0.65,0,1,0,1,0,1
4.0,7.0,7.7,0.7,1,0,0,1,0,1
5.0,9.0,5.9,0.84,0,1,1,0,0,1
2.0,5.0,8.4,0.65,0,1,1,0,0,1
0.0,3.0,5.4,0.31,1,0,0,1,1,0
2.0,6.0,8.1,0.69,1,0,0,1,1,0
2.0,2.0,3.1,0.26,0,1,1,0,0,1
3.0,5.0,6.2,0.59,1,0,0,1,1,0
1.0,1.0,0.0,0.0,0,1,1,0,0,1
3.0,8.0,8.0,58950259633.5262,1,0,0,1,0,1
2.0,3.0,4.4,0.35,0,1,0,1,1,0
0.0,1.0,3.6,0.17,0,1,1,0,1,0
2.0,3.0,6.2,0.41,0,1,1,0,0,1
2.0,5.0,6.0,0.55,1,0,0,1,0,1
0.0,1.0,1.7,0.08,0,1,0,1,0,1
2.0,4.0,6.3,0.41,0,1,0,1,0,1
4.0,6.0,7.8,0.67,1,0,0,1,0,1
1.0,4.0,6.5,0.42,1,0,0,1,1,0
2.0,3.0,5.3,0.3,0,1,0,1,1,0
1.0,3.0,4.7,0.34,0,1,0,1,1,0
3.0,6.0,7.5,0.54,1,0,0,1,0,1
4.0,8.0,7.1,0.72,1,0,1,0,0,1
1.0,4.0,5.3,0.35,0,1,0,1,1,0
2.0,5.0,8.5,0.73,1,0,0,1,0,1
2.0,4.0,8.3,0.62,0,1,0,1,0,1
3.0,6.0,5.6,0.51,1,0,0,1,1,0
4.0,4.0,10.0,1.0,0,1,0,1,1,0
4.0,7.0,7.6,0.63,0,1,0,1,1,0
2.0,5.0,8.2,0.66,1,0,0,1,0,1
3.0,4.0,5.6,0.42,0,1,0,1,0,1
4.0,4.0,5.9,0.66,1,0,1,0,0,1
3.0,5.0,7.1,0.5,0,1,1,0,0,1
1.0,3.0,5.9,0.4,0,1,1,0,1,0
3.0,4.0,6.5,0.61,0,1,0,1,0,1
4.0,6.0,7.8,0.69,1,0,0,1,0,1
1.0,4.0,5.9,58950259633.48362,1,0,0,1,1,0
4.0,8.0,7.1,0.62,1,0,1,0,0,1
4.0,9.0,8.7,0.74,1,0,0,1,1,0
2.0,6.0,8.5,0.67,1,0,1,0,0,1
1.0,2.0,6.3,0.49,1,0,0,1,1,0
3.0,6.0,5.5,0.48,0,1,1,0,1,0
0.0,1.0,5.9,58950259633.39036,0,1,1,0,0,1
3.0,4.0,5.2,58950259633.468605,0,1,1,0,1,0
2.0,5.0,5.9,0.6,1,0,0,1,0,1
2.0,5.0,7.1,0.52,1,0,0,1,0,1
2.0,3.0,5.9,0.22,0,1,1,0,0,1
3.0,5.0,5.1,0.41,1,0,0,1,1,0
1.0,4.0,3.4,0.25,0,1,0,1,0,1
2.0,3.0,3.0,0.12,0,1,0,1,1,0
1.0,3.0,3.2,0.17,1,0,1,0,0,1
2.0,4.0,5.0,0.46,0,1,1,0,1,0
2.0,6.0,7.3,0.53,1,0,0,1,0,1
4.0,6.0,5.9,0.64,1,0,0,1,0,1
1.0,4.0,4.9,0.29,0,1,0,1,1,0
1.0,3.0,5.3,0.31,0,1,1,0,1,0
3.0,8.0,7.8,0.71,1,0,1,0,0,1
3.0,5.0,7.0,0.47,0,1,0,1,0,1
2.0,4.0,6.8,0.49,0,1,1,0,1,0
2.0,5.0,4.7,0.36,1,0,0,1,1,0
1.0,3.0,5.9,0.42,0,1,0,1,1,0
0.0,1.0,2.5,0.18,0,1,0,1,1,0
3.0,8.0,5.9,0.77,1,0,1,0,0,1
3.0,6.0,6.1,0.41,0,1,0,1,0,1
2.0,4.0,2.9,0.2,0,1,0,1,0,1
3.0,6.0,6.0,0.54,1,0,0,1,1,0
4.0,7.0,6.1,0.56,0,1,0,1,1,0
2.0,3.0,2.5,0.15,1,0,0,1,1,0
4.0,7.0,6.5,0.57,0,1,0,1,1,0
2.0,3.0,5.1,0.45,0,1,0,1,1,0
3.0,6.0,8.2,0.65,1,0,0,1,0,1
3.0,6.0,6.1,0.56,0,1,1,0,0,1
3.0,5.0,5.4,0.47,0,1,0,1,1,0
3.0,6.0,7.8,0.77,1,0,0,1,0,1
