,nivel_senioridade,horas_trab_dias,nivel_fadiga_mental,taxa_burnout,dias_empresa,ambi_dome_favoravel_No,ambi_dome_favoravel_Yes,genero_Female,genero_Male,tipo_empresa_Product,tipo_empresa_Service
14257,3.0,6.0,7.7,0.77,5425,1,0,1,0,0,1
14258,0.0,1.0,3.1,0.23,5577,0,1,1,0,0,1
14259,3.0,4.0,6.3,0.48,5599,1,0,1,0,0,1
14260,4.0,8.0,8.6,0.75,5327,1,0,0,1,0,1
14261,2.0,2.0,2.8,0.17,5558,1,0,1,0,1,0
14262,2.0,3.0,5.8,0.46,5253,0,1,1,0,0,1
14263,5.0,9.0,5.9,0.88,5528,1,0,1,0,0,1
14264,1.0,1.0,1.2,0.1,5570,1,0,0,1,0,1
14265,1.0,4.0,4.9,0.28,5500,0,1,1,0,1,0
14266,3.0,7.0,5.9,0.84,5424,0,1,0,1,0,1
14267,1.0,1.0,2.9,0.13,5509,0,1,1,0,0,1
14268,1.0,3.0,3.5,0.27,5367,0,1,0,1,1,0
14269,4.0,7.0,7.4,0.64,5273,0,1,1,0,0,1
14270,2.0,3.0,3.3,0.12,5258,1,0,0,1,0,1
14271,1.0,4.0,4.6,0.33,5530,1,0,0,1,1,0
14272,0.0,1.0,0.0,0.0,5304,1,0,0,1,1,0
14273,1.0,1.0,3.8,0.29,5261,0,1,1,0,0,1
14274,2.0,6.0,8.3,0.78,5454,1,0,1,0,1,0
14275,2.0,2.0,5.9,0.27,5375,0,1,0,1,0,1
14276,2.0,5.0,4.9,0.44,5279,0,1,1,0,1,0
14277,2.0,3.0,4.3,0.35,5592,0,1,0,1,0,1
14278,1.0,3.0,4.9,0.4,5460,0,1,1,0,0,1
14279,1.0,2.0,3.6,0.3,5582,1,0,0,1,1,0
14280,3.0,4.0,5.9,0.47,5261,1,0,0,1,0,1
14281,3.0,5.0,8.2,0.67,5563,1,0,0,1,1,0
14282,3.0,5.0,5.8,0.52,5283,0,1,1,0,0,1
14284,3.0,6.0,5.9,0.7,5519,1,0,1,0,0,1
14285,3.0,5.0,5.9,0.54,5415,1,0,0,1,0,1
14286,3.0,6.0,8.2,0.64,5395,1,0,0,1,0,1
14287,4.0,8.0,7.9,0.84,5314,1,0,0,1,0,1
14288,2.0,2.0,5.1,0.29,5438,1,0,1,0,1,0
14289,3.0,6.0,6.6,0.52,5514,1,0,0,1,0,1
14290,1.0,4.0,4.3,0.35,5401,0,1,1,0,1,0
14291,2.0,4.0,4.3,0.24,5370,0,1,0,1,0,1
14292,3.0,6.0,8.4,0.76,5463,1,0,0,1,1,0
14294,3.0,6.0,5.9,0.57,5268,1,0,0,1,1,0
14295,5.0,4.0,8.1,0.75,5481,0,1,1,0,0,1
14296,3.0,6.0,7.3,0.62,5331,0,1,0,1,0,1
14297,1.0,2.0,6.0,0.38,5265,0,1,1,0,1,0
14298,2.0,3.0,5.3,0.47,5357,0,1,0,1,0,1
14300,0.0,2.0,2.3,0.16,5507,0,1,0,1,0,1
14301,2.0,4.0,6.0,0.39,5362,0,1,0,1,0,1
14302,2.0,3.0,4.8,0.26,5383,0,1,1,0,0,1
14303,0.0,1.0,2.7,0.21,5356,1,0,0,1,0,1
14304,1.0,4.0,5.0,0.28,5336,0,1,1,0,0,1
14305,3.0,6.0,5.8,0.43,5572,0,1,1,0,0,1
14306,3.0,6.0,9.0,0.76,5552,1,0,1,0,0,1
14307,2.0,6.0,6.6,0.63,5468,0,1,0,1,0,1
14308,3.0,6.0,5.7,0.53,5353,1,0,0,1,0,1
14309,5.0,9.0,8.2,0.76,5375,1,0,0,1,1,0
14310,2.0,3.0,5.9,0.36,5540,0,1,0,1,0,1
14311,2.0,4.0,3.9,0.17,5485,0,1,1,0,0,1
14312,0.0,1.0,4.3,0.28,5592,1,0,0,1,0,1
14313,5.0,10.0,10.0,1.0,5446,0,1,1,0,0,1
14314,3.0,4.0,7.7,0.62,5263,1,0,0,1,0,1
14315,3.0,5.0,5.6,0.38,5369,0,1,1,0,1,0
14316,3.0,8.0,8.4,0.88,5285,1,0,1,0,0,1
14317,2.0,3.0,4.3,0.38,5554,0,1,0,1,0,1
14318,3.0,6.0,6.3,0.52,5571,1,0,1,0,0,1
14319,1.0,3.0,2.2,0.14,5432,0,1,0,1,0,1
14320,3.0,5.0,5.3,0.43,5398,0,1,1,0,1,0
14321,4.0,7.0,5.4,0.49,5249,0,1,0,1,0,1
14322,3.0,7.0,7.5,0.64,5432,1,0,1,0,1,0
14323,3.0,5.0,3.3,0.25,5598,0,1,1,0,0,1
14324,1.0,2.0,2.4,0.14,5368,0,1,0,1,0,1
14325,2.0,4.0,5.1,0.26,5289,1,0,1,0,0,1
14326,3.0,7.0,7.5,0.73,5282,0,1,0,1,1,0
14327,3.0,4.0,3.6,0.29,5501,1,0,1,0,1,0
14328,3.0,6.0,7.3,0.65,5462,1,0,1,0,1,0
14329,2.0,4.0,5.9,0.46,5280,0,1,0,1,1,0
14330,1.0,4.0,4.9,0.28,5297,0,1,0,1,1,0
14331,3.0,7.0,7.9,0.69,5409,1,0,1,0,1,0
14333,2.0,4.0,3.6,0.31,5468,1,0,1,0,0,1
14334,1.0,4.0,5.9,0.38,5489,0,1,0,1,0,1
14335,2.0,4.0,4.9,0.36,5339,1,0,1,0,0,1
14336,1.0,1.0,2.5,0.18,5335,0,1,0,1,1,0
14337,2.0,5.0,5.3,0.36,5309,0,1,1,0,0,1
14340,1.0,4.0,5.9,0.4,5319,0,1,1,0,0,1
14341,3.0,5.0,4.3,0.38,5396,0,1,1,0,0,1
14342,2.0,3.0,4.6,0.24,5439,1,0,0,1,1,0
14343,0.0,1.0,4.5,0.21,5288,0,1,1,0,0,1
14344,2.0,3.0,5.2,0.47,5514,0,1,1,0,0,1
14345,0.0,1.0,4.4,0.24,5389,0,1,1,0,1,0
14346,2.0,4.0,5.6,0.35,5600,0,1,1,0,0,1
14347,2.0,4.0,6.1,0.45,5304,0,1,1,0,1,0
14348,1.0,3.0,6.4,0.45,5398,1,0,1,0,0,1
14349,1.0,3.0,4.1,0.36,5483,0,1,1,0,1,0
14350,0.0,2.0,4.9,0.3,5610,0,1,0,1,0,1
14351,0.0,1.0,5.9,0.21,5521,0,1,1,0,0,1
14353,2.0,4.0,5.9,0.43,5533,1,0,0,1,0,1
14354,5.0,9.0,8.5,0.8,5400,0,1,0,1,1,0
14355,2.0,4.0,5.1,0.42,5378,0,1,1,0,0,1
14356,3.0,5.0,4.5,0.36,5534,1,0,1,0,0,1
14357,0.0,1.0,0.3,0.02,5546,1,0,0,1,0,1
14358,1.0,1.0,3.4,0.16,5357,0,1,0,1,1,0
14359,2.0,5.0,4.6,0.41,5538,1,0,1,0,1,0
14360,3.0,5.0,5.9,0.51,5551,1,0,0,1,0,1
14361,0.0,1.0,2.5,0.08,5529,0,1,1,0,1,0
14362,2.0,4.0,6.8,0.45,5523,0,1,1,0,0,1
14363,2.0,4.0,7.1,0.51,5394,0,1,0,1,1,0
14364,2.0,4.0,5.7,0.45,5453,0,1,1,0,0,1
14365,1.0,2.0,5.9,0.19,5469,0,1,1,0,1,0
14366,4.0,6.0,7.3,0.65,5371,0,1,0,1,0,1
14368,2.0,2.0,4.8,0.26,5522,1,0,1,0,0,1
14369,1.0,1.0,3.6,0.22,5551,1,0,1,0,0,1
14370,1.0,2.0,5.4,0.32,5414,1,0,0,1,1,0
14371,2.0,5.0,5.9,0.49,5269,0,1,0,1,0,1
14372,1.0,4.0,4.3,0.38,5516,1,0,1,0,0,1
14373,2.0,4.0,5.9,0.47,5461,1,0,1,0,0,1
14374,0.0,1.0,0.0,0.0,5311,0,1,0,1,1,0
14376,1.0,1.0,4.0,0.25,5602,1,0,0,1,0,1
14377,3.0,5.0,7.8,0.65,5419,0,1,1,0,0,1
14378,3.0,6.0,6.0,0.54,5558,1,0,1,0,0,1
14379,2.0,5.0,7.3,0.58,5256,1,0,0,1,0,1
14380,2.0,3.0,5.7,0.41,5501,1,0,1,0,1,0
14381,2.0,5.0,6.3,0.51,5376,0,1,0,1,0,1
14382,2.0,3.0,5.9,0.49,5267,0,1,0,1,0,1
14383,1.0,2.0,5.1,0.28,5250,0,1,0,1,0,1
14384,3.0,5.0,6.3,0.44,5506,0,1,1,0,1,0
14385,3.0,7.0,6.4,0.56,5436,1,0,0,1,0,1
14386,1.0,4.0,5.9,0.37,5544,0,1,0,1,1,0
14387,3.0,5.0,4.5,0.36,5613,0,1,1,0,1,0
14388,1.0,2.0,2.6,0.18,5361,0,1,0,1,1,0
14389,3.0,5.0,5.9,0.35,5593,1,0,1,0,1,0
14390,2.0,4.0,8.1,0.63,5293,0,1,1,0,0,1
14391,4.0,6.0,5.9,0.56,5265,0,1,0,1,0,1
14392,3.0,7.0,5.9,0.78,5278,1,0,0,1,0,1
14393,3.0,7.0,8.1,0.8,5455,1,0,1,0,1,0
14394,4.0,8.0,7.7,0.67,5313,1,0,0,1,0,1
14395,3.0,6.0,5.7,0.37,5451,0,1,1,0,1,0
14396,1.0,3.0,4.3,0.38,5315,0,1,1,0,1,0
14397,0.0,2.0,3.7,0.19,5364,0,1,1,0,0,1
14398,2.0,4.0,5.7,0.33,5344,0,1,0,1,0,1
14399,4.0,8.0,8.4,0.71,5340,1,0,0,1,0,1
14400,3.0,6.0,7.9,0.65,5526,0,1,0,1,1,0
14401,1.0,4.0,5.9,0.51,5374,0,1,1,0,1,0
14402,2.0,4.0,5.4,0.42,5465,0,1,0,1,0,1
14403,1.0,1.0,0.0,0.0,5407,0,1,1,0,0,1
14404,3.0,6.0,7.7,0.56,5479,1,0,1,0,0,1
14405,0.0,1.0,3.0,0.09,5252,1,0,0,1,1,0
14406,2.0,5.0,6.1,0.52,5431,1,0,0,1,0,1
14407,2.0,3.0,1.4,0.11,5285,0,1,1,0,0,1
14408,3.0,5.0,5.1,0.42,5367,0,1,0,1,1,0
14409,2.0,6.0,6.3,0.51,5398,0,1,1,0,0,1
14410,3.0,6.0,6.2,0.6,5278,1,0,0,1,0,1
14411,4.0,7.0,7.0,0.55,5342,0,1,1,0,0,1
14414,2.0,4.0,8.5,0.69,5448,0,1,0,1,1,0
14415,4.0,4.0,9.2,0.76,5429,0,1,0,1,0,1
14416,4.0,8.0,8.4,0.72,5471,1,0,0,1,0,1
14418,1.0,2.0,3.8,0.27,5268,0,1,1,0,1,0
14419,3.0,5.0,7.5,0.6,5296,1,0,0,1,0,1
14420,0.0,2.0,3.3,0.14,5575,0,1,0,1,1,0
14421,3.0,7.0,7.9,0.82,5330,1,0,0,1,1,0
14422,4.0,4.0,6.4,0.57,5352,1,0,1,0,0,1
14423,2.0,3.0,5.1,0.3,5463,0,1,0,1,1,0
14424,2.0,3.0,3.8,0.29,5275,0,1,0,1,1,0
14425,5.0,10.0,8.7,0.77,5250,0,1,1,0,0,1
14427,3.0,7.0,8.2,0.72,5444,1,0,0,1,1,0
14428,4.0,7.0,9.1,0.77,5440,0,1,1,0,0,1
14429,2.0,3.0,3.1,0.22,5539,1,0,0,1,0,1
14430,0.0,2.0,3.6,0.15,5429,0,1,1,0,1,0
14431,3.0,6.0,7.0,0.54,5364,0,1,0,1,1,0
14432,4.0,8.0,9.3,0.76,5581,1,0,1,0,0,1
14433,1.0,2.0,0.5,0.05,5320,0,1,1,0,0,1
14434,2.0,2.0,1.6,0.03,5361,1,0,1,0,0,1
14435,0.0,1.0,4.1,0.17,5558,1,0,0,1,1,0
14436,3.0,6.0,5.7,0.55,5352,1,0,0,1,1,0
14437,3.0,5.0,5.9,0.48,5571,0,1,1,0,0,1
14438,2.0,4.0,3.2,0.25,5508,1,0,0,1,0,1
14439,2.0,4.0,6.8,0.69,5452,1,0,1,0,1,0
14440,4.0,7.0,6.9,0.58,5438,1,0,0,1,1,0
14441,1.0,3.0,5.9,0.51,5263,1,0,0,1,1,0
14442,2.0,3.0,4.1,0.26,5340,0,1,1,0,0,1
14443,2.0,5.0,7.0,0.57,5394,1,0,0,1,1,0
14444,3.0,5.0,5.6,0.38,5521,0,1,0,1,1,0
14445,2.0,5.0,6.5,0.57,5555,1,0,1,0,1,0
14446,1.0,3.0,5.0,0.33,5266,0,1,1,0,1,0
14447,3.0,4.0,6.5,0.52,5391,0,1,1,0,1,0
14448,1.0,4.0,4.5,0.38,5400,0,1,0,1,1,0
14449,3.0,6.0,5.9,0.55,5279,1,0,1,0,0,1
14450,4.0,9.0,7.4,0.73,5434,1,0,0,1,1,0
14451,1.0,4.0,5.9,0.3,5477,0,1,1,0,0,1
14452,1.0,2.0,4.1,0.18,5312,0,1,1,0,0,1
14453,3.0,4.0,3.3,0.24,5349,1,0,1,0,0,1
14454,1.0,3.0,4.2,0.33,5560,0,1,0,1,1,0
14455,3.0,6.0,5.6,0.38,5345,0,1,1,0,1,0
14456,1.0,4.0,7.3,0.52,5291,0,1,0,1,0,1
14458,2.0,5.0,8.3,0.67,5488,1,0,1,0,1,0
14459,4.0,8.0,7.8,0.73,5452,1,0,0,1,0,1
14460,2.0,4.0,6.7,0.51,5250,1,0,1,0,0,1
14461,2.0,5.0,5.9,0.49,5413,0,1,0,1,0,1
14462,0.0,1.0,3.9,0.28,5253,0,1,1,0,0,1
14463,3.0,7.0,8.5,0.78,5333,1,0,1,0,0,1
14464,2.0,5.0,6.6,0.53,5538,0,1,1,0,0,1
14465,2.0,5.0,5.9,0.64,5270,1,0,1,0,0,1
14467,1.0,4.0,5.9,0.32,5566,0,1,0,1,1,0
14468,2.0,1.0,2.5,0.07,5596,1,0,1,0,0,1
14469,2.0,5.0,5.9,0.53,5263,1,0,0,1,0,1
14470,3.0,4.0,6.9,0.5,5314,1,0,1,0,0,1
14471,2.0,5.0,5.0,0.45,5275,1,0,0,1,0,1
14472,2.0,5.0,6.5,0.53,5389,0,1,0,1,0,1
14473,4.0,7.0,6.8,0.65,5389,0,1,0,1,1,0
14474,1.0,2.0,5.8,0.41,5588,0,1,0,1,0,1
14475,2.0,3.0,4.2,0.31,5352,0,1,1,0,1,0
14476,2.0,2.0,5.9,0.07,5505,0,1,0,1,1,0
14477,5.0,8.0,8.6,0.87,5289,1,0,0,1,0,1
14478,4.0,4.0,5.9,0.6,5401,1,0,1,0,1,0
14479,2.0,3.0,3.4,0.16,5277,1,0,0,1,0,1
14480,2.0,6.0,7.5,0.75,5557,1,0,1,0,0,1
14481,3.0,6.0,5.4,0.48,5554,0,1,1,0,1,0
14482,1.0,4.0,6.1,0.39,5373,0,1,1,0,0,1
14483,1.0,4.0,6.1,0.42,5394,0,1,1,0,1,0
14484,1.0,4.0,5.8,0.38,5294,1,0,1,0,0,1
14485,3.0,5.0,4.9,0.41,5300,0,1,0,1,1,0
14486,2.0,4.0,3.1,0.16,5292,0,1,0,1,0,1
14487,2.0,4.0,7.1,0.56,5354,1,0,0,1,0,1
14488,2.0,4.0,5.7,0.54,5579,1,0,0,1,1,0
14489,3.0,7.0,8.6,0.75,5323,1,0,1,0,0,1
14490,1.0,2.0,2.9,0.18,5265,1,0,1,0,1,0
14491,2.0,4.0,5.7,0.4,5561,0,1,1,0,0,1
14492,2.0,3.0,5.1,0.28,5462,0,1,0,1,0,1
14493,3.0,6.0,6.7,0.5,5452,0,1,1,0,0,1
14494,1.0,2.0,3.5,0.27,5383,0,1,1,0,0,1
14495,1.0,3.0,5.6,0.33,5384,0,1,0,1,0,1
14496,3.0,5.0,6.9,0.64,5480,1,0,1,0,0,1
14497,4.0,8.0,8.7,0.81,5614,1,0,1,0,0,1
14498,0.0,1.0,1.2,0.08,5445,0,1,0,1,1,0
14499,4.0,8.0,6.6,0.65,5447,0,1,0,1,0,1
14500,1.0,2.0,4.5,0.26,5505,0,1,0,1,1,0
14501,3.0,4.0,4.5,0.41,5412,0,1,1,0,0,1
14502,3.0,8.0,7.8,0.75,5425,1,0,1,0,0,1
14503,2.0,3.0,4.9,0.34,5300,0,1,1,0,0,1
14504,4.0,7.0,8.3,0.75,5388,1,0,0,1,1,0
14506,3.0,6.0,6.7,0.62,5378,1,0,0,1,0,1
14507,4.0,4.0,6.6,0.61,5372,1,0,1,0,0,1
14508,3.0,5.0,5.8,0.49,5386,0,1,1,0,1,0
14510,1.0,2.0,3.3,0.28,5335,0,1,0,1,0,1
14511,4.0,8.0,8.7,0.82,5583,0,1,0,1,1,0
14512,5.0,9.0,9.9,0.9,5321,1,0,1,0,0,1
14513,2.0,3.0,4.5,0.27,5416,1,0,0,1,1,0
14514,3.0,4.0,3.2,0.26,5524,0,1,1,0,1,0
14515,2.0,4.0,5.6,0.52,5500,1,0,0,1,1,0
14516,2.0,5.0,6.3,0.53,5539,0,1,1,0,1,0
14517,3.0,4.0,5.3,0.37,5335,1,0,0,1,0,1
14518,2.0,4.0,6.6,0.52,5303,1,0,0,1,1,0
14519,3.0,5.0,8.8,0.69,5413,1,0,1,0,1,0
14521,2.0,4.0,7.1,0.58,5401,1,0,0,1,0,1
14522,4.0,9.0,8.0,0.79,5339,1,0,1,0,1,0
14523,1.0,3.0,5.5,0.49,5338,1,0,0,1,1,0
14524,4.0,9.0,7.9,0.81,5343,1,0,1,0,0,1
14525,2.0,4.0,1.9,0.12,5603,1,0,0,1,0,1
14526,3.0,5.0,7.5,0.59,5555,0,1,0,1,1,0
14527,3.0,5.0,7.3,0.68,5607,1,0,0,1,1,0
14528,2.0,6.0,7.2,0.66,5297,1,0,0,1,0,1
14529,2.0,4.0,5.7,0.4,5415,1,0,1,0,0,1
14530,1.0,4.0,6.2,0.42,5442,1,0,0,1,0,1
14531,3.0,4.0,5.9,0.48,5457,0,1,1,0,0,1
14532,3.0,7.0,8.0,0.78,5345,1,0,0,1,0,1
14533,1.0,4.0,5.2,0.44,5529,1,0,0,1,1,0
14534,2.0,5.0,6.9,0.64,5578,0,1,0,1,0,1
14535,2.0,4.0,3.0,0.21,5500,0,1,0,1,1,0
14536,1.0,2.0,5.4,0.31,5519,0,1,0,1,0,1
14537,2.0,4.0,5.5,0.4,5303,0,1,0,1,0,1
14538,3.0,5.0,5.8,0.47,5515,0,1,1,0,1,0
14539,4.0,8.0,7.4,0.71,5473,1,0,1,0,0,1
14540,2.0,4.0,7.4,0.52,5472,1,0,0,1,0,1
14541,2.0,3.0,5.3,0.4,5410,0,1,1,0,0,1
14542,1.0,1.0,3.3,0.24,5516,0,1,1,0,1,0
14543,3.0,6.0,7.3,0.59,5414,1,0,1,0,1,0
14544,3.0,5.0,6.4,0.42,5592,1,0,1,0,0,1
14545,1.0,2.0,6.4,0.41,5325,0,1,1,0,0,1
14546,1.0,4.0,5.3,0.34,5479,1,0,1,0,0,1
14547,0.0,2.0,3.8,0.18,5556,1,0,0,1,0,1
14548,0.0,1.0,0.6,0.02,5282,0,1,0,1,1,0
14549,2.0,4.0,5.5,0.31,5377,0,1,1,0,0,1
14550,2.0,3.0,4.3,0.38,5464,1,0,1,0,0,1
14551,4.0,8.0,7.5,0.68,5260,0,1,1,0,0,1
14553,2.0,4.0,3.8,0.3,5576,0,1,0,1,0,1
14555,2.0,4.0,6.7,0.57,5495,0,1,0,1,0,1
14556,3.0,5.0,8.3,0.69,5417,0,1,1,0,0,1
14557,2.0,6.0,6.9,0.67,5498,0,1,1,0,1,0
14559,3.0,6.0,7.6,0.56,5613,1,0,0,1,1,0
14560,1.0,1.0,3.7,0.28,5566,1,0,1,0,0,1
14561,3.0,6.0,6.1,0.49,5319,0,1,0,1,0,1
14562,4.0,8.0,7.8,0.72,5586,0,1,1,0,0,1
14563,2.0,3.0,6.8,0.5,5408,0,1,1,0,1,0
14564,3.0,5.0,4.9,0.38,5586,0,1,1,0,0,1
14565,3.0,6.0,5.9,0.36,5611,0,1,1,0,0,1
14566,1.0,2.0,1.5,0.03,5280,1,0,1,0,0,1
14567,3.0,5.0,5.0,0.4,5606,0,1,0,1,0,1
14568,1.0,2.0,5.3,0.29,5301,0,1,1,0,0,1
14569,3.0,6.0,5.9,0.57,5606,1,0,1,0,1,0
14570,2.0,5.0,5.9,0.34,5457,0,1,0,1,0,1
14571,1.0,4.0,5.9,0.29,5462,0,1,0,1,1,0
14572,2.0,5.0,6.0,0.41,5387,1,0,1,0,1,0
14573,2.0,4.0,5.9,0.58,5516,1,0,1,0,0,1
14574,4.0,8.0,7.7,0.65,5263,1,0,1,0,0,1
14575,4.0,7.0,7.6,0.64,5602,1,0,1,0,1,0
14576,2.0,6.0,7.4,0.71,5581,1,0,1,0,0,1
14577,2.0,2.0,5.9,0.24,5466,0,1,1,0,0,1
14578,3.0,4.0,5.8,0.49,5411,0,1,0,1,0,1
14579,1.0,2.0,4.6,0.28,5527,0,1,0,1,1,0
14580,2.0,4.0,5.2,0.49,5287,0,1,0,1,0,1
14581,1.0,2.0,3.5,0.14,5485,0,1,1,0,1,0
14582,1.0,3.0,5.8,0.47,5333,0,1,0,1,1,0
14583,3.0,5.0,4.5,0.34,5311,0,1,1,0,1,0
14584,1.0,2.0,6.6,0.5,5387,0,1,0,1,1,0
14585,1.0,4.0,5.8,0.34,5585,0,1,1,0,0,1
14586,2.0,5.0,4.0,0.34,5314,0,1,1,0,0,1
14588,4.0,6.0,7.6,0.59,5581,0,1,1,0,0,1
14589,2.0,3.0,4.4,0.36,5466,0,1,1,0,0,1
14590,1.0,2.0,4.8,0.28,5313,0,1,1,0,0,1
14591,2.0,4.0,4.7,0.4,5600,0,1,0,1,1,0
14592,0.0,1.0,1.1,0.06,5515,0,1,1,0,0,1
14593,1.0,3.0,5.0,0.36,5409,1,0,1,0,0,1
14594,2.0,4.0,5.3,0.39,5353,1,0,0,1,0,1
14595,2.0,4.0,6.6,0.47,5543,0,1,1,0,1,0
14596,4.0,9.0,8.4,0.81,5326,1,0,0,1,0,1
14597,3.0,6.0,6.0,0.47,5300,0,1,0,1,0,1
14598,0.0,1.0,4.6,0.32,5346,0,1,1,0,0,1
14599,4.0,4.0,8.0,0.74,5338,1,0,0,1,0,1
14600,2.0,2.0,0.9,0.05,5489,0,1,0,1,0,1
14601,3.0,5.0,7.0,0.58,5323,1,0,0,1,1,0
14603,2.0,3.0,4.7,0.23,5459,0,1,1,0,0,1
14604,3.0,7.0,9.3,0.81,5406,1,0,1,0,0,1
14605,2.0,6.0,8.8,0.7,5342,1,0,1,0,1,0
14606,2.0,4.0,4.4,0.28,5435,0,1,0,1,0,1
14607,2.0,4.0,7.0,0.56,5515,1,0,0,1,0,1
14608,3.0,4.0,5.9,0.71,5569,1,0,1,0,1,0
14609,2.0,2.0,1.3,0.07,5350,0,1,1,0,0,1
14610,2.0,4.0,5.9,0.34,5385,0,1,1,0,0,1
14611,3.0,5.0,7.1,0.62,5490,1,0,1,0,0,1
14612,2.0,4.0,4.8,0.41,5314,0,1,1,0,1,0
14613,3.0,4.0,5.7,0.49,5388,0,1,1,0,0,1
14615,0.0,1.0,3.7,0.22,5368,0,1,1,0,0,1
14616,2.0,4.0,5.5,0.3,5364,0,1,1,0,0,1
14617,2.0,5.0,5.4,0.3,5420,0,1,1,0,0,1
14618,2.0,3.0,4.7,0.34,5517,0,1,0,1,0,1
14619,3.0,5.0,8.0,0.66,5514,1,0,1,0,0,1
14620,4.0,6.0,7.8,0.59,5599,1,0,1,0,0,1
14621,2.0,4.0,5.4,0.39,5545,0,1,0,1,0,1
14623,2.0,6.0,6.1,0.57,5461,1,0,0,1,1,0
14624,4.0,8.0,5.9,0.83,5528,0,1,0,1,1,0
14625,4.0,7.0,6.4,0.58,5269,1,0,1,0,1,0
14626,3.0,5.0,4.9,0.31,5445,1,0,1,0,0,1
14627,3.0,4.0,5.9,0.55,5573,1,0,1,0,0,1
14628,3.0,6.0,7.3,0.51,5444,0,1,0,1,1,0
14629,1.0,2.0,4.9,0.44,5495,0,1,1,0,0,1
14630,3.0,7.0,7.6,0.61,5607,1,0,0,1,1,0
14631,3.0,5.0,5.0,0.43,5606,0,1,0,1,0,1
14632,1.0,2.0,5.5,0.47,5309,0,1,0,1,1,0
14633,0.0,1.0,2.6,0.11,5309,1,0,1,0,0,1
14634,1.0,3.0,6.4,0.51,5387,1,0,1,0,1,0
14635,3.0,9.0,10.0,1.0,5541,1,0,1,0,1,0
14636,3.0,5.0,6.4,0.46,5436,0,1,1,0,0,1
14637,4.0,7.0,7.1,0.6,5478,1,0,1,0,0,1
14638,2.0,5.0,5.9,0.52,5525,1,0,1,0,0,1
14639,2.0,4.0,6.4,0.59,5397,0,1,1,0,1,0
14640,2.0,4.0,7.9,0.62,5575,1,0,1,0,1,0
14641,2.0,4.0,5.4,0.38,5383,0,1,1,0,0,1
14642,2.0,4.0,5.0,0.39,5473,0,1,1,0,1,0
14643,1.0,2.0,5.9,0.47,5403,0,1,1,0,0,1
14644,2.0,3.0,5.7,0.4,5411,0,1,1,0,0,1
14645,5.0,9.0,8.8,0.86,5427,1,0,0,1,0,1
14646,1.0,4.0,4.7,0.3,5592,0,1,1,0,1,0
14647,0.0,1.0,4.1,0.28,5381,0,1,1,0,1,0
14648,4.0,9.0,8.9,0.9,5455,1,0,0,1,1,0
14649,3.0,7.0,9.7,0.85,5389,1,0,1,0,0,1
14650,4.0,6.0,6.9,0.64,5400,1,0,1,0,1,0
14651,1.0,3.0,5.9,0.46,5459,0,1,1,0,0,1
14652,2.0,5.0,4.8,0.41,5317,0,1,0,1,0,1
14653,3.0,7.0,6.6,0.54,5277,0,1,0,1,0,1
14654,2.0,4.0,5.3,0.44,5286,0,1,0,1,0,1
14655,4.0,10.0,10.0,1.0,5520,1,0,1,0,1,0
14656,3.0,6.0,5.5,0.42,5353,1,0,1,0,1,0
14657,5.0,8.0,8.1,0.79,5547,1,0,1,0,1,0
14658,2.0,4.0,6.2,0.5,5441,0,1,1,0,0,1
14659,1.0,1.0,2.7,0.21,5509,1,0,1,0,1,0
14660,4.0,7.0,6.6,0.63,5524,1,0,1,0,0,1
14662,1.0,2.0,3.6,0.23,5311,1,0,1,0,1,0
14663,1.0,3.0,6.6,0.5,5278,1,0,0,1,1,0
14664,4.0,7.0,7.1,0.62,5470,0,1,0,1,0,1
14665,1.0,1.0,3.2,0.16,5416,1,0,1,0,0,1
14666,2.0,3.0,5.0,0.35,5289,0,1,1,0,0,1
14667,2.0,3.0,4.7,0.37,5262,0,1,1,0,1,0
14668,0.0,1.0,4.0,0.29,5536,0,1,1,0,0,1
14669,3.0,7.0,9.1,0.75,5595,0,1,0,1,1,0
14671,3.0,4.0,5.5,0.44,5312,0,1,1,0,0,1
14672,3.0,6.0,7.6,0.68,5575,1,0,0,1,1,0
14673,2.0,4.0,4.3,0.35,5609,0,1,1,0,0,1
14674,4.0,6.0,7.0,0.64,5264,1,0,1,0,0,1
14675,2.0,4.0,5.9,0.57,5290,1,0,0,1,0,1
14676,2.0,5.0,6.9,0.46,5565,0,1,1,0,0,1
14677,0.0,1.0,3.0,0.17,5373,0,1,1,0,0,1
14678,3.0,4.0,5.5,0.39,5339,1,0,0,1,0,1
14679,3.0,5.0,4.8,0.43,5424,0,1,0,1,0,1
14680,2.0,4.0,3.2,0.16,5472,0,1,1,0,0,1
14681,4.0,4.0,7.1,0.58,5506,1,0,1,0,1,0
14682,3.0,5.0,5.9,0.45,5542,0,1,0,1,1,0
14683,4.0,7.0,5.9,0.53,5508,1,0,1,0,1,0
14684,1.0,3.0,5.9,0.47,5386,1,0,0,1,0,1
14685,1.0,2.0,4.3,0.23,5461,0,1,1,0,0,1
14686,2.0,3.0,4.8,0.3,5344,1,0,1,0,0,1
14687,2.0,4.0,5.6,0.34,5378,0,1,1,0,0,1
14688,1.0,1.0,4.1,0.26,5609,0,1,0,1,0,1
14689,3.0,4.0,5.2,0.39,5392,0,1,1,0,1,0
14690,3.0,6.0,7.0,0.71,5443,1,0,0,1,1,0
14691,1.0,1.0,5.9,0.15,5343,1,0,1,0,1,0
